conectado|voltagem|temperatura|ruido|ativacao
1000|30000|225000|-17000|1
0|42000|-59000|82000|0
0|44000|293000|85000|0
1000|44000|163000|40000|0
1000|38000|579000|89000|0
0|31000|465000|-99000|0
1000|28000|498000|17000|0
1000|38000|260000|8000|1
1000|30000|-85000|-3000|0
0|30000|36000|-8000|0
1000|28000|448000|2000|1
1000|45000|516000|-53000|0
0|35000|117000|-96000|0
1000|33000|43000|64000|1
0|33000|152000|-73000|0
0|42000|373000|61000|0
1000|37000|252000|19000|1
1000|26000|472000|28000|0
1000|27000|412000|11000|1
1000|37000|2000|-79000|1
1000|36000|-54000|97000|0
0|35000|514000|-77000|0
0|41000|574000|74000|0
1000|39000|359000|47000|1
0|25000|141000|-99000|0
0|45000|553000|1000|0
0|28000|391000|-56000|0
0|27000|183000|33000|0
1000|39000|31000|-21000|1
1000|41000|308000|31000|1
0|43000|-18000|-83000|0
0|25000|220000|-48000|0
1000|45000|116000|96000|0
1000|40000|-89000|67000|0
0|31000|422000|-24000|0
1000|37000|-37000|-45000|0
1000|26000|-41000|-93000|0
0|40000|-81000|18000|0
1000|33000|281000|20000|1
0|35000|160000|-97000|0
1000|40000|476000|4000|0
1000|28000|250000|70000|1
1000|44000|-50000|-34000|0
0|26000|-35000|6000|0
0|31000|499000|56000|0
0|45000|399000|44000|0
0|44000|323000|55000|0
0|44000|510000|78000|0
0|38000|294000|-69000|0
1000|28000|-95000|-9000|0
0|41000|421000|-26000|0
0|26000|276000|79000|0
1000|31000|188000|-79000|1
0|41000|118000|-82000|0
1000|35000|20000|-44000|1
0|36000|323000|87000|0
1000|30000|177000|39000|1
0|42000|116000|-38000|0
1000|32000|597000|-44000|0
0|43000|-8000|95000|0
1000|39000|587000|74000|0
1000|39000|82000|2000|1
1000|36000|215000|-48000|1
0|41000|546000|13000|0
1000|43000|13000|-6000|0
1000|26000|41000|-6000|1
0|36000|34000|67000|0
1000|36000|286000|85000|1
1000|25000|247000|-4000|1
0|37000|576000|52000|0
1000|38000|137000|-26000|1
0|27000|404000|72000|0
1000|44000|291000|27000|0
0|36000|375000|99000|0
0|31000|110000|-95000|0
0|38000|-63000|33000|0
1000|26000|20000|74000|1
0|33000|76000|-32000|0
0|26000|474000|78000|0
1000|37000|592000|21000|0
1000|32000|121000|-96000|1
1000|40000|345000|80000|1
0|40000|595000|-69000|0
0|41000|510000|-70000|0
1000|35000|149000|-32000|1
0|44000|389000|54000|0
0|36000|-48000|-68000|0
0|37000|575000|55000|0
0|32000|185000|-19000|0
0|32000|-74000|88000|0
1000|29000|174000|-17000|1
1000|32000|19000|-57000|1
1000|31000|50000|45000|1
0|42000|494000|-56000|0
0|35000|34000|32000|0
1000|36000|475000|73000|0
0|39000|531000|-18000|0
1000|27000|280000|-93000|1
0|40000|202000|59000|0
0|30000|390000|-47000|0
1000|44000|237000|-80000|0
0|39000|496000|-15000|0
0|41000|2000|-79000|0
0|25000|560000|76000|0
0|30000|282000|18000|0
1000|38000|-47000|-94000|0
0|32000|112000|-43000|0
1000|35000|146000|97000|1
0|25000|337000|46000|0
1000|38000|-80000|24000|0
1000|40000|-54000|52000|0
0|43000|494000|-69000|0
0|25000|358000|14000|0
1000|36000|383000|4000|1
0|28000|397000|-97000|0
1000|38000|292000|59000|1
1000|35000|392000|65000|1
1000|41000|185000|87000|1
1000|26000|157000|-19000|1
0|33000|558000|-98000|0
1000|41000|223000|-78000|1
1000|41000|153000|96000|1
0|34000|146000|-61000|0
1000|25000|135000|52000|1
0|44000|429000|-29000|0
0|39000|478000|49000|0
1000|30000|-48000|55000|0
0|33000|501000|-82000|0
0|37000|345000|-15000|0
0|39000|58000|-58000|0
1000|41000|509000|-57000|0
0|25000|-92000|-29000|0
0|33000|198000|-19000|0
1000|36000|595000|-11000|0
0|38000|90000|92000|0
0|38000|423000|61000|0
0|29000|-76000|-7000|0
0|30000|152000|-77000|0
1000|44000|427000|83000|0
1000|40000|269000|-27000|1
0|28000|525000|-25000|0
1000|30000|57000|-69000|1
0|42000|508000|-74000|0
0|31000|325000|29000|0
1000|31000|484000|-85000|0
1000|30000|321000|73000|1
1000|38000|-22000|-47000|0
0|39000|453000|-4000|0
0|35000|436000|-40000|0
0|42000|180000|-13000|0
1000|29000|433000|45000|1
1000|40000|523000|73000|0
0|45000|95000|13000|0
0|35000|292000|30000|0
1000|26000|480000|-71000|0
0|27000|437000|79000|0
0|31000|134000|-70000|0
1000|40000|-100000|21000|0
0|45000|17000|67000|0
1000|36000|-8000|18000|0
0|39000|-96000|-18000|0
1000|42000|234000|-4000|1
1000|26000|493000|73000|0
0|44000|14000|-96000|0
1000|41000|386000|3000|1
1000|37000|357000|22000|1
0|30000|52000|87000|0
0|33000|353000|34000|0
0|45000|-98000|34000|0
0|42000|127000|-74000|0
0|26000|251000|100000|0
0|42000|405000|-68000|0
1000|25000|246000|-77000|1
0|42000|561000|-92000|0
1000|31000|314000|1000|1
1000|36000|397000|-91000|1
1000|26000|580000|-24000|0
0|37000|149000|12000|0
1000|33000|576000|81000|0
0|40000|541000|-72000|0
0|34000|424000|51000|0
1000|43000|169000|-68000|0
0|31000|266000|-66000|0
1000|34000|283000|-83000|1
1000|42000|251000|38000|1
0|30000|68000|23000|0
0|36000|528000|22000|0
1000|40000|464000|-85000|0
0|28000|55000|-40000|0
0|40000|571000|-89000|0
0|34000|370000|32000|0
0|40000|535000|-26000|0
1000|28000|-35000|-69000|0
0|28000|435000|-2000|0
1000|26000|-35000|19000|0
1000|41000|-70000|77000|0
1000|35000|359000|2000|1
0|37000|493000|47000|0
0|35000|63000|15000|0
0|38000|-73000|-30000|0
1000|38000|368000|9000|1
0|31000|392000|-19000|0
0|39000|339000|-50000|0
0|27000|225000|19000|0
1000|38000|349000|-15000|1
1000|38000|266000|24000|1
1000|29000|537000|33000|0
0|43000|411000|81000|0
0|38000|567000|3000|0
1000|29000|400000|-77000|1
1000|26000|153000|-68000|1
1000|33000|-13000|29000|0
0|41000|-40000|-4000|0
0|29000|181000|95000|0
0|41000|-89000|-82000|0
1000|42000|330000|-27000|1
0|39000|451000|-93000|0
0|26000|521000|-74000|0
0|44000|596000|99000|0
1000|40000|439000|-52000|1
0|34000|319000|70000|0
0|32000|-94000|-79000|0
1000|45000|516000|-75000|0
0|30000|362000|-9000|0
0|39000|-41000|7000|0
1000|25000|208000|13000|1
1000|38000|233000|-96000|1
1000|29000|476000|-42000|0
1000|35000|205000|33000|1
1000|39000|119000|0|1
1000|45000|197000|-43000|0
0|40000|11000|85000|0
1000|27000|438000|63000|1
1000|25000|-9000|-66000|0
1000|42000|356000|100000|1
0|45000|348000|-49000|0
1000|37000|173000|2000|1
0|27000|-95000|93000|0
1000|43000|574000|-15000|0
1000|30000|45000|-7000|1
0|36000|219000|-81000|0
0|25000|238000|-27000|0
1000|44000|180000|-2000|0
0|30000|365000|19000|0
0|26000|353000|-20000|0
1000|33000|-64000|-89000|0
0|33000|393000|-92000|0
1000|37000|555000|-69000|0
0|33000|190000|97000|0
1000|30000|408000|-37000|1
1000|28000|8000|-63000|1
1000|28000|-66000|-12000|0
1000|42000|429000|28000|1
1000|26000|290000|-18000|1
1000|34000|53000|95000|1
1000|40000|586000|-77000|0
0|39000|-2000|79000|0
1000|41000|566000|-57000|0
1000|25000|61000|99000|1
1000|38000|96000|27000|1
1000|28000|11000|-49000|1
0|40000|435000|-23000|0
1000|44000|19000|67000|0
1000|43000|443000|10000|0
1000|41000|496000|-89000|0
0|25000|383000|66000|0
1000|29000|575000|52000|0
1000|36000|108000|38000|1
1000|35000|570000|93000|0
1000|45000|551000|-76000|0
0|38000|555000|28000|0
0|41000|482000|4000|0
1000|40000|189000|15000|1
1000|39000|101000|91000|1
1000|41000|412000|1000|1
1000|38000|311000|65000|1
1000|35000|527000|2000|0
1000|36000|42000|35000|1
1000|44000|465000|-2000|0
0|34000|162000|-28000|0
1000|33000|-15000|97000|0
0|35000|-40000|-55000|0
1000|25000|419000|71000|1
1000|25000|482000|2000|0
1000|45000|491000|-91000|0
0|31000|139000|4000|0
0|35000|243000|-47000|0
0|30000|201000|2000|0
0|37000|99000|-64000|0
1000|45000|34000|-66000|0
0|29000|194000|86000|0
0|25000|279000|49000|0
1000|28000|266000|27000|1
0|31000|-92000|-45000|0
0|37000|404000|44000|0
0|44000|-28000|96000|0
0|43000|15000|25000|0
1000|36000|152000|-27000|1
1000|41000|-18000|69000|0
1000|35000|254000|-35000|1
0|34000|498000|34000|0
0|40000|114000|-41000|0
0|26000|288000|-92000|0
0|37000|413000|80000|0
0|35000|506000|-38000|0
1000|35000|-30000|-86000|0
1000|44000|287000|96000|0
0|45000|337000|-77000|0
1000|32000|348000|-10000|1
0|40000|451000|42000|0
0|45000|247000|-54000|0
0|44000|409000|-67000|0
1000|42000|-5000|40000|0
1000|39000|157000|84000|1
0|34000|27000|98000|0
1000|41000|19000|65000|1
1000|38000|508000|73000|0
0|37000|237000|-33000|0
0|39000|135000|-15000|0
1000|29000|72000|-87000|1
0|38000|25000|8000|0
0|34000|346000|-29000|0
1000|42000|55000|36000|1
1000|45000|98000|-51000|0
1000|39000|-32000|33000|0
0|32000|486000|74000|0
0|44000|343000|-68000|0
0|37000|503000|-72000|0
1000|31000|398000|95000|1
1000|34000|210000|28000|1
0|28000|531000|-34000|0
0|43000|149000|-39000|0
1000|29000|177000|30000|1
1000|27000|80000|-29000|1
0|32000|-27000|-68000|0
0|42000|161000|72000|0
1000|38000|315000|60000|1
0|28000|248000|76000|0
0|25000|354000|40000|0
0|44000|9000|-40000|0
0|38000|95000|45000|0
1000|44000|23000|45000|0
1000|45000|592000|-91000|0
0|30000|159000|-100000|0
1000|29000|151000|45000|1
0|45000|366000|58000|0
0|45000|361000|1000|0
1000|44000|242000|-14000|0
1000|36000|341000|98000|1
0|29000|-58000|-18000|0
1000|30000|217000|-45000|1
1000|41000|160000|19000|1
0|32000|563000|55000|0
1000|25000|143000|58000|1
1000|38000|116000|-79000|1
1000|41000|396000|31000|1
1000|26000|323000|73000|1
0|28000|296000|-29000|0
0|28000|260000|40000|0
1000|44000|208000|-37000|0
0|40000|253000|84000|0
0|31000|139000|54000|0
0|32000|4000|89000|0
0|26000|168000|53000|0
0|31000|51000|26000|0
0|43000|459000|-10000|0
0|37000|497000|17000|0
1000|33000|269000|68000|1
0|30000|-49000|-25000|0
1000|34000|142000|88000|1
1000|28000|101000|-42000|1
0|31000|1000|57000|0
1000|30000|5000|-2000|1
0|45000|389000|-19000|0
1000|28000|388000|-20000|1
1000|36000|382000|4000|1
0|36000|260000|86000|0
1000|44000|173000|-99000|0
0|38000|50000|13000|0
1000|33000|262000|-49000|1
0|39000|486000|-80000|0
0|26000|138000|44000|0
0|41000|-85000|-7000|0
1000|41000|402000|-18000|1
0|32000|2000|9000|0
0|32000|52000|49000|0
1000|45000|199000|70000|0
0|42000|112000|-4000|0
1000|44000|-72000|67000|0
1000|34000|25000|69000|1
0|30000|413000|-15000|0
1000|28000|327000|-46000|1
0|38000|118000|-83000|0
1000|45000|-88000|70000|0
0|32000|287000|11000|0
0|34000|70000|-12000|0
0|36000|47000|-27000|0
1000|44000|339000|-99000|0
1000|36000|414000|-3000|1
1000|28000|500000|28000|0
1000|32000|221000|20000|1
1000|32000|227000|80000|1
1000|27000|32000|-25000|1
1000|28000|519000|-11000|0
0|28000|502000|99000|0
1000|43000|-7000|-79000|0
1000|26000|90000|88000|1
1000|28000|202000|70000|1
1000|39000|-33000|-68000|0
0|39000|425000|-88000|0
1000|40000|554000|29000|0
0|39000|269000|-94000|0
1000|40000|497000|-62000|0
1000|32000|498000|26000|0
0|31000|108000|21000|0
0|40000|463000|68000|0
1000|45000|100000|-74000|0
0|33000|446000|64000|0
1000|38000|240000|17000|1
0|30000|333000|1000|0
0|33000|443000|-1000|0
1000|40000|498000|-57000|0
0|35000|558000|-3000|0
1000|32000|248000|76000|1
0|36000|35000|24000|0
0|33000|325000|3000|0
1000|32000|282000|-33000|1
1000|33000|-64000|75000|0
1000|26000|574000|-67000|0
0|38000|369000|93000|0
1000|29000|97000|54000|1
0|32000|75000|-43000|0
0|44000|24000|-99000|0
0|30000|397000|0|0
1000|26000|508000|38000|0
0|40000|209000|-81000|0
1000|35000|102000|23000|1
1000|38000|102000|71000|1
1000|28000|-47000|-4000|0
0|43000|-63000|67000|0
1000|33000|447000|14000|1
0|25000|-71000|94000|0
0|38000|-71000|-97000|0
0|44000|4000|93000|0
0|25000|54000|-60000|0
1000|29000|69000|38000|1
0|44000|223000|13000|0
1000|44000|374000|-30000|0
0|40000|22000|34000|0
0|25000|208000|-57000|0
1000|39000|15000|66000|1
1000|41000|61000|-75000|1
0|34000|587000|77000|0
1000|38000|485000|47000|0
1000|40000|549000|-29000|0
0|35000|526000|42000|0
1000|32000|258000|-74000|1
0|40000|415000|2000|0
1000|32000|48000|13000|1
1000|25000|338000|-34000|1
1000|41000|151000|6000|1
0|31000|21000|-87000|0
0|36000|182000|-64000|0
1000|37000|76000|-44000|1
1000|44000|512000|-83000|0
1000|43000|-38000|76000|0
0|40000|31000|38000|0
1000|41000|398000|37000|1
1000|42000|360000|69000|1
0|45000|446000|-34000|0
0|28000|185000|5000|0
1000|42000|320000|-25000|1
1000|28000|-72000|25000|0
1000|42000|505000|-67000|0
0|35000|-33000|-26000|0
0|36000|48000|4000|0
1000|39000|445000|37000|1
0|44000|278000|16000|0
0|29000|393000|36000|0
0|38000|366000|58000|0
1000|36000|153000|6000|1
1000|28000|292000|8000|1
0|44000|360000|73000|0
1000|26000|546000|-87000|0
0|42000|343000|71000|0
1000|39000|589000|62000|0
1000|41000|348000|-42000|1
1000|43000|543000|85000|0
1000|26000|419000|38000|1
1000|25000|-3000|54000|0
0|35000|495000|29000|0
1000|36000|58000|70000|1
1000|31000|-26000|-7000|0
0|39000|238000|-24000|0
1000|33000|158000|-73000|1
1000|32000|52000|-90000|1
1000|36000|433000|-63000|1
1000|27000|497000|86000|0
1000|33000|33000|-96000|1
0|40000|332000|71000|0
1000|26000|376000|-35000|1
1000|29000|485000|-26000|0
1000|38000|92000|17000|1
0|34000|542000|-4000|0
1000|32000|426000|22000|1
0|38000|138000|-27000|0
1000|41000|-39000|72000|0
1000|35000|429000|-4000|1
0|45000|527000|-9000|0
0|32000|230000|-56000|0
1000|38000|67000|18000|1
0|42000|554000|73000|0
0|34000|-33000|37000|0
0|40000|195000|32000|0
0|37000|536000|9000|0
1000|36000|478000|83000|0
1000|26000|-84000|-65000|0
0|33000|531000|-46000|0
0|45000|356000|-86000|0
0|37000|454000|25000|0
0|29000|16000|55000|0
1000|28000|339000|8000|1
1000|30000|122000|76000|1
0|33000|90000|-53000|0
1000|26000|-87000|80000|0
1000|36000|522000|98000|0
0|28000|426000|54000|0
0|41000|350000|-74000|0
1000|27000|-7000|40000|0
1000|27000|166000|84000|1
0|35000|262000|16000|0
1000|40000|517000|-73000|0
0|37000|447000|-70000|0
0|35000|119000|13000|0
1000|28000|292000|28000|1
0|45000|225000|63000|0
1000|40000|-58000|71000|0
1000|43000|378000|-98000|0
1000|39000|505000|-81000|0
0|41000|366000|-76000|0
1000|36000|-43000|-93000|0
0|45000|230000|-19000|0
1000|33000|207000|6000|1
1000|38000|-49000|-65000|0
1000|31000|124000|91000|1
0|39000|-11000|-49000|0
0|37000|-12000|4000|0
1000|44000|523000|49000|0
1000|28000|473000|-21000|0
1000|45000|-1000|-81000|0
1000|34000|532000|-13000|0
0|30000|308000|-7000|0
0|32000|541000|-13000|0
1000|26000|525000|16000|0
1000|30000|413000|47000|1
1000|30000|411000|83000|1
0|25000|250000|-39000|0
0|45000|572000|96000|0
0|34000|-21000|-98000|0
0|34000|591000|54000|0
0|40000|492000|64000|0
0|34000|104000|38000|0
0|27000|-78000|44000|0
1000|33000|-67000|1000|0
1000|39000|355000|68000|1
0|37000|58000|-81000|0
0|43000|351000|63000|0
1000|36000|542000|71000|0
1000|36000|147000|6000|1
0|29000|-7000|25000|0
0|39000|585000|-55000|0
0|33000|-29000|-41000|0
1000|30000|438000|-42000|1
1000|34000|145000|66000|1
0|29000|431000|45000|0
1000|39000|552000|75000|0
1000|26000|159000|-26000|1
1000|29000|-31000|22000|0
1000|42000|232000|-3000|1
1000|41000|579000|-39000|0
0|36000|175000|35000|0
1000|31000|476000|64000|0
0|36000|485000|42000|0
0|38000|-63000|-15000|0
1000|34000|-66000|-57000|0
0|45000|252000|19000|0
1000|27000|65000|91000|1
0|30000|494000|-93000|0
1000|25000|542000|-87000|0
1000|31000|252000|-51000|1
0|39000|201000|77000|0
0|41000|-91000|93000|0
0|25000|555000|-66000|0
0|34000|27000|-61000|0
0|35000|502000|-14000|0
1000|35000|53000|-93000|1
0|28000|552000|60000|0
1000|39000|131000|-41000|1
1000|39000|424000|2000|1
1000|39000|260000|-65000|1
1000|40000|202000|-7000|1
1000|44000|359000|91000|0
1000|43000|-24000|18000|0
0|35000|145000|83000|0
1000|38000|91000|2000|1
0|34000|358000|-97000|0
0|43000|369000|62000|0
1000|41000|59000|-63000|1
1000|42000|471000|34000|0
1000|36000|224000|41000|1
0|29000|-85000|-97000|0
1000|36000|93000|82000|1
1000|35000|582000|48000|0
0|45000|34000|29000|0
1000|45000|429000|-93000|0
1000|26000|237000|-52000|1
1000|42000|-26000|75000|0
1000|27000|164000|-36000|1
1000|35000|346000|-76000|1
1000|37000|219000|-22000|1
1000|28000|510000|41000|0
1000|41000|362000|-11000|1
1000|33000|461000|-1000|0
1000|42000|205000|-93000|1
0|33000|125000|-80000|0
0|37000|589000|-83000|0
1000|43000|78000|-96000|0
1000|40000|239000|77000|1
1000|28000|45000|-80000|1
0|33000|456000|-100000|0
0|29000|293000|-14000|0
1000|28000|39000|49000|1
1000|27000|343000|-29000|1
1000|35000|223000|84000|1
0|41000|15000|47000|0
1000|42000|69000|-2000|1
0|36000|-94000|4000|0
1000|44000|384000|-16000|0
0|26000|133000|-30000|0
1000|40000|194000|-43000|1
1000|38000|553000|-75000|0
1000|39000|304000|28000|1
1000|38000|75000|80000|1
0|32000|100000|44000|0
0|30000|510000|-48000|0
1000|44000|526000|91000|0
0|39000|-75000|-64000|0
1000|33000|508000|-8000|0
0|30000|232000|10000|0
0|34000|-71000|93000|0
0|41000|-46000|27000|0
0|43000|266000|-76000|0
1000|33000|392000|-74000|1
1000|35000|273000|67000|1
0|42000|-4000|55000|0
0|35000|82000|-24000|0
1000|41000|465000|43000|0
0|37000|83000|85000|0
0|29000|147000|67000|0
0|44000|-96000|-97000|0
1000|32000|366000|40000|1
0|34000|368000|100000|0
0|43000|434000|11000|0
0|28000|284000|-9000|0
0|41000|440000|-2000|0
1000|35000|71000|59000|1
0|38000|53000|64000|0
1000|26000|154000|-96000|1
1000|38000|313000|-65000|1
1000|37000|368000|52000|1
1000|29000|31000|-33000|1
0|28000|320000|-64000|0
0|45000|-24000|-86000|0
0|32000|169000|-57000|0
1000|37000|-37000|-34000|0
1000|31000|99000|90000|1
1000|45000|-27000|-75000|0
1000|45000|192000|-72000|0
1000|43000|354000|30000|0
0|40000|395000|28000|0
0|26000|229000|94000|0
0|29000|441000|95000|0
0|43000|578000|72000|0
1000|45000|440000|9000|0
1000|31000|545000|-78000|0
0|28000|2000|22000|0
0|43000|364000|-96000|0
0|45000|156000|-34000|0
0|31000|146000|74000|0
0|43000|258000|26000|0
1000|41000|502000|41000|0
0|36000|210000|19000|0
0|44000|255000|-87000|0
1000|28000|518000|-100000|0
1000|28000|120000|-1000|1
1000|27000|132000|67000|1
1000|40000|101000|31000|1
1000|41000|-37000|-86000|0
1000|44000|449000|97000|0
0|25000|146000|81000|0
0|40000|254000|-64000|0
1000|33000|-53000|41000|0
0|34000|335000|-62000|0
0|39000|-5000|88000|0
1000|44000|213000|75000|0
0|25000|27000|-90000|0
0|28000|19000|-37000|0
1000|42000|-93000|-22000|0
0|38000|152000|-25000|0
1000|32000|122000|-86000|1
1000|28000|18000|-96000|1
1000|37000|-30000|-47000|0
0|30000|306000|34000|0
1000|33000|572000|81000|0
1000|31000|497000|76000|0
0|32000|417000|38000|0
1000|27000|245000|38000|1
0|37000|224000|94000|0
0|34000|443000|-69000|0
0|43000|564000|22000|0
0|30000|99000|5000|0
1000|44000|551000|-13000|0
0|31000|260000|86000|0
1000|31000|397000|-43000|1
1000|44000|142000|-94000|0
0|26000|57000|-14000|0
0|29000|257000|66000|0
1000|42000|229000|-12000|1
1000|39000|-97000|15000|0
1000|36000|292000|62000|1
1000|31000|388000|-52000|1
1000|32000|11000|-40000|1
1000|29000|97000|-63000|1
1000|25000|282000|-52000|1
0|41000|-94000|31000|0
0|41000|366000|45000|0
1000|42000|430000|-31000|1
0|41000|265000|91000|0
0|25000|140000|-43000|0
0|38000|14000|54000|0
0|34000|453000|79000|0
1000|37000|245000|-21000|1
0|42000|308000|-36000|0
1000|42000|229000|-49000|1
1000|35000|549000|-59000|0
0|35000|142000|-63000|0
1000|27000|-28000|-43000|0
0|30000|554000|-98000|0
0|27000|451000|-66000|0
1000|38000|452000|97000|0
1000|45000|584000|-26000|0
1000|37000|78000|33000|1
1000|34000|373000|6000|1
1000|27000|161000|-9000|1
1000|39000|462000|92000|0
0|37000|-69000|45000|0
0|25000|403000|73000|0
1000|41000|57000|46000|1
0|43000|441000|94000|0
0|39000|14000|-21000|0
1000|26000|-90000|-57000|0
1000|44000|-73000|-86000|0
1000|29000|63000|-25000|1
